osm_id,is_sidepath_estimation
22495102,true
24433885,true
10244447,true
8772570,true
8609774,false
9896962,true
22875646,true
24038383,true
23222704,true
19508586,true
24607385,false
9816847,true
5060117,true
23943491,true
24431980,true
23316964,true
24360436,true
24660361,false
24486898,true
23920261,true
23910869,false
24876312,true
14371056,false
10273734,true
24660349,true
24540240,true
6549340,true
12115865,false
4827771,true
23372354,true
24365483,true
24217134,true
13705867,false
4808217,true
14439807,true
16049433,true
23186366,true
8152830,true
24219902,true
16704528,true
22967637,true
24238445,false
23724408,true
23438969,true
23092577,true
23945761,true
19636915,true
9816577,true
24327314,true
24393926,true
23926920,true
24235848,true
23092742,false
17912426,true
23682497,true
5057264,false
22983167,true
24582615,false
10313063,true
23439342,true
24719979,false
13628167,true
8084131,true
24468830,false
24354171,true
10633586,true
8037502,true
22746110,true
8771389,true
13855377,true
4676001,true
24468538,false
5003464,false
22811235,true
23230845,true
23161079,true
23186399,true
23044983,false
24478360,true
23186390,true
24553385,true
19508592,false
9578624,true
23541758,true
24367460,true
4475905,false
23004585,true
24419699,true
13216105,true
22756343,true
4795167,true
24361105,false
23230848,true
22876884,true
23725494,true
9701874,true
24149840,true
23481681,false
8045350,true
8587899,true
24038537,true
4442493,true
24409726,true
23439333,true
23105330,true
24330115,true
4819468,true
23650484,true
16706065,true
9823676,true
23892462,true
5028247,true
24358695,true
5057446,true
24540595,true
24220200,true
24365974,true
4808097,true
23680088,true
23548397,true
24449155,true
22113222,true
23699536,true
8609776,true
5058189,true
22112283,false
11664069,true
24444207,true
23303797,true
24149201,false
17513673,true
10710970,true
23429728,false
4788438,false
24329947,true
7369561,true
23424636,true
13855702,true
9820996,true
23001642,true
23754694,true
23319078,true
24378872,true
24330110,false
24289891,true
24876313,true
24365977,true
24212209,true
24034008,false
24350006,true
10643287,true
12196553,false
10424014,true
23945256,true
23048156,false
10416385,true
9888517,true
24853687,true
24394411,true
23919982,true
23429731,true
4407303,false
18897068,true
13694724,true
8114606,true
4808288,true
5653463,true
24367339,true
15244996,true
5444164,true
13215334,true
11375515,false
8044127,true
22294245,true
24339681,true
24325181,true
5044182,true
4693048,true
24685438,true
6928991,true
24314913,false
24026669,true
13980239,true
23129823,true
13984993,true
22495201,true
22112261,false
5057370,true
23490690,true
23756109,false
23277648,false
14379834,true
21780531,true
21852050,true
24148554,true
23557711,false
23186395,true
24355443,true
14146636,true
11645213,true
23318983,false
22976895,true
22810731,true
24376254,true
4988095,true
24251140,true
23402525,true
24826011,false
22277350,false
23725159,true
23125162,true
15806861,true
24796201,true
13982095,true
8080198,true
24381342,true
23370032,true
5054596,true
24658261,true
22929303,true
23759971,true
22634389,true
5034998,true
23431332,true
8049959,true
22954211,true
10565729,true
24032086,true
23446603,true
4586876,true
22876753,true
23438892,true
20964245,true
4609210,false
19514464,true
4743086,false
24848117,true
24544249,true
12248424,true
24643417,true
8609735,false
24284427,true
24465707,false
4675890,true
5021521,false
23088438,false
24376424,true
9075034,false
23382144,true
4788460,true
23841739,true
4565473,true
4802857,true
23635781,true
22495027,true
23987070,true
23754695,true
24407588,true
9822944,true
9768074,true
5134297,true
23892459,true
23651184,true
23198696,true
9587442,true
24293608,true
23725163,true
22967240,true
24202914,true
24367605,true
24663680,true
23046068,true
23206965,true
15238486,true
23704763,true
23198325,true
4792243,true
19514483,true
23243428,true
24439192,true
24320382,true
7569894,true
24444198,true
24405184,true
23438907,true
23001622,false
4492365,false
22934735,true
24508818,true
8052645,true
24004463,false
23001629,true
21778915,true
24284401,true
24572720,true
23840106,true
23198492,true
20107228,false
24353922,true
19796506,true
24031844,true
24748248,false
24359628,true
19406154,true
23429729,true
9714821,true
13440528,true
23914283,true
11771664,true
4679359,true
13853634,true
7974453,true
23198510,true
10203585,true
24033999,true
24805199,true
24554185,true
24453030,true
4582180,true
6062789,true
22976842,true
8771732,true
8771372,true
23161264,true
4791907,false
4960878,true
4397184,false
24482669,true
4679462,true
24409669,true
23993967,true
23438894,true
11794803,true
24439950,true
24267743,true
8771363,true
24736590,true
23557902,true
23422222,true
4808135,true
8149844,false
22756332,true
22934731,false
5134253,true
4845363,true
23754601,true
24409676,true
6928881,true
23545620,true
22983180,true
19514463,true
23463416,true
22701050,true
24387015,true
24144949,true
24667945,true
23756110,false
24466959,true
24466472,false
23186379,true
24260457,true
15995989,true
24038454,true
19508634,true
5200241,true
23204731,true
23291267,true
23532478,true
23087661,true
14131723,true
9822362,true
5000776,true
24321498,true
24042745,true
8590251,true
23161967,true
23045106,true
24288733,true
23124573,true
24202669,true
22946996,true
24470900,false
22959176,true
4685848,false
6220639,true
14272911,false
24597379,true
10272427,false
4707787,true
24359068,true
23954052,false
22104629,true
13854842,false
24219985,true
23319077,true
17383994,true
23369196,true
9714872,true
4864917,true
24049219,true
24151957,true
24364473,true
24796452,true
23276461,true
24237606,true
13991043,true
8590249,false
24152046,true
23557836,false
24354649,true
23319277,false
22963456,false
10547735,false
22689152,true
23066188,true
23440434,true
23945519,true
23381334,true
9577146,false
23987228,true
18628210,true
4706412,true
24677982,true
23091766,true
23438350,true
18080050,true
13854522,true
24288879,true
24029571,true
22112306,true
23925473,true
4615219,true
23175903,true
12861562,true
23725502,false
10422641,false
4808226,false
19510385,true
8093059,true
24876089,true
22977164,false
23176026,true
24386708,true
24865644,false
8090871,true
24359080,true
23970640,true
24149138,false
24014891,true
24566297,true
23446366,true
24853702,false
8089857,true
24751656,true
23343243,true
8063014,true
22769003,false
23651178,true
23481713,true
23360401,true
24641681,true
24003518,true
24877961,true
23965455,true
24419592,true
8106946,true
24303150,false
10879139,true
22934736,true
6620264,true
24318516,true
24619181,false
24359654,true
24153908,true
5088137,false
22974267,true
8879348,true
24335035,false
24604609,true
24306341,true
10244176,false
7625369,false
24516486,true
22934507,true
13855783,true
8771827,true
8086380,true
23914759,true
17506414,true
4966916,true
24654336,true
23047043,false
9787091,true
23257538,true
23175336,false
23126650,true
24799714,true
5032443,true
24773243,true
24220408,true
24148055,true
5122563,true
24876615,true
23318544,true
24526535,true
8052653,true
8772270,true
24427880,true
24359057,true
4677630,true
24508819,true
6925729,true
7974442,true
23353728,true
23899048,true
23180831,true
4568191,true
24449890,true
22999343,true
8609762,true
24667803,true
11645295,true
24466883,true
23482940,true
24397624,true
13705872,true
9610539,false
14455150,true
24667229,true
15703404,true
8609749,true
22967582,true
22957807,true
22495194,true
23967027,true
24314621,true
22976822,true
4624309,true
23548659,true
23206802,true
19367793,true
24165702,true
23402521,false
20006947,true
11772100,true
24696824,true
22699887,true
24810959,true
23852035,true
24166363,true
7702255,true
23238901,false
9712344,true
11210773,true
24002414,false
22325075,true
24865288,true
24496672,true
23240586,true
10954610,false
6191344,true
24273519,true
24296275,true
4632452,true
23105219,true
23080424,true
10313230,true
23204730,true
24599541,true
23754263,true
24796706,true
24444202,true
22769004,false
13502030,true
9931085,true
4624581,true
23758042,true
24806225,true
24202805,true
4638422,true
23371006,true
9590581,true
12522134,true
22734655,true
23067933,true
24876728,false
24597287,true
23948269,false
23065874,true
23943489,true
16765822,true
4808199,true
24286417,true
23433933,true
4959100,true
24050038,true
23725217,true
22769098,false
24014717,false
9588108,true
24283610,true
5088672,true
23490680,true
6183488,true
24026617,true
8025421,true
24436799,true
23017188,true
9923030,true
22967567,true
22772786,true
24255041,true
13553669,true
10552191,true
24032081,true
23199092,true
22104624,true
24544929,true
